Pos,Age,MP,FG,FGA,FG%,PTS,height,weight,PER
PF,27.0,1176.0,243.0,552.0,0.44,588.0,206.0,97.0,13.8
PF,27.0,708.0,128.0,261.0,0.49,335.0,206.0,97.0,16.4
SG,22.0,681.0,98.0,199.0,0.492,234.0,190.0,83.0,10.9
SG,22.0,155.0,21.0,50.0,0.42,51.0,190.0,83.0,9.1
SG,22.0,526.0,77.0,149.0,0.517,183.0,190.0,83.0,11.4
C,24.0,3140.0,778.0,1549.0,0.502,2119.0,208.0,97.0,24.1
PF,23.0,445.0,31.0,67.0,0.463,80.0,208.0,104.0,7.2
PF,23.0,6.0,0.0,0.0,,1.0,208.0,104.0,6.2
PF,23.0,277.0,23.0,42.0,0.548,53.0,208.0,104.0,7.9
PF,23.0,162.0,8.0,25.0,0.32,26.0,208.0,104.0,5.9
SG,32.0,964.0,244.0,543.0,0.449,589.0,196.0,89.0,13.8
SG,32.0,522.0,121.0,294.0,0.412,290.0,196.0,89.0,12.4
SG,32.0,442.0,123.0,249.0,0.494,299.0,196.0,89.0,15.6
SF,24.0,2744.0,457.0,750.0,0.609,1350.0,203.0,92.0,19.0
SF,25.0,1298.0,264.0,587.0,0.45,672.0,201.0,97.0,14.9
PF,28.0,2097.0,492.0,1025.0,0.48,1222.0,206.0,95.0,16.3
PG,26.0,1528.0,228.0,527.0,0.433,593.0,190.0,86.0,10.6
PG,26.0,1012.0,162.0,356.0,0.455,422.0,190.0,86.0,11.4
PG,26.0,516.0,66.0,171.0,0.386,171.0,190.0,86.0,9.0
PF,29.0,2208.0,400.0,886.0,0.451,1072.0,203.0,106.0,15.2
PF,29.0,1424.0,268.0,584.0,0.459,703.0,203.0,106.0,15.6
PF,29.0,784.0,132.0,302.0,0.437,369.0,203.0,106.0,14.4
PG,24.0,1333.0,206.0,459.0,0.449,520.0,183.0,72.0,13.4
C,27.0,1071.0,191.0,382.0,0.5,463.0,211.0,97.0,14.2
SG,30.0,387.0,90.0,166.0,0.542,219.0,188.0,88.0,13.4
PF,26.0,1565.0,252.0,477.0,0.528,582.0,208.0,97.0,12.2
PF,26.0,2204.0,399.0,830.0,0.481,955.0,203.0,97.0,13.3
SF,24.0,2802.0,775.0,1482.0,0.523,1820.0,201.0,97.0,19.1
SF,32.0,1543.0,363.0,703.0,0.516,937.0,201.0,97.0,19.5
C,23.0,113.0,11.0,33.0,0.333,29.0,213.0,113.0,4.4
SG,22.0,1557.0,211.0,451.0,0.468,654.0,190.0,81.0,15.9
SG-PG,24.0,1549.0,273.0,546.0,0.5,629.0,183.0,77.0,11.4
PG,24.0,82.0,14.0,36.0,0.389,30.0,183.0,77.0,4.4
SG,24.0,1467.0,259.0,510.0,0.508,599.0,183.0,77.0,11.7
SG,35.0,633.0,161.0,352.0,0.457,378.0,190.0,83.0,15.3
SG,31.0,2676.0,624.0,1267.0,0.493,1520.0,175.0,74.0,16.8
C,30.0,2860.0,443.0,799.0,0.554,1082.0,211.0,108.0,17.2
SF,23.0,2857.0,622.0,1298.0,0.479,1553.0,198.0,99.0,17.0
SF,23.0,2046.0,421.0,879.0,0.479,1042.0,198.0,99.0,15.9
SF,23.0,811.0,201.0,419.0,0.48,511.0,198.0,99.0,19.8
SG,31.0,2510.0,611.0,1329.0,0.46,1634.0,193.0,90.0,17.7
PG,24.0,3226.0,624.0,1209.0,0.516,1446.0,188.0,77.0,14.9
C,22.0,189.0,18.0,43.0,0.419,40.0,211.0,99.0,3.3
SF,23.0,2111.0,291.0,609.0,0.478,792.0,203.0,102.0,12.4
SF,24.0,15.0,0.0,2.0,0.0,0.0,201.0,95.0,-11.5
C,30.0,2337.0,518.0,1008.0,0.514,1250.0,208.0,97.0,18.1
C,26.0,2119.0,510.0,1006.0,0.507,1223.0,213.0,104.0,20.0
SF,24.0,2849.0,483.0,988.0,0.489,1203.0,198.0,90.0,16.2
C,31.0,2193.0,327.0,673.0,0.486,763.0,211.0,106.0,13.9
C,31.0,1213.0,189.0,381.0,0.496,444.0,211.0,106.0,14.7
C,31.0,980.0,138.0,292.0,0.473,319.0,211.0,106.0,12.8
SG,22.0,1270.0,189.0,460.0,0.411,443.0,198.0,90.0,9.1
SF,22.0,628.0,73.0,169.0,0.432,180.0,201.0,99.0,8.9
PF,28.0,373.0,44.0,108.0,0.407,109.0,206.0,102.0,9.4
SG,23.0,1512.0,350.0,733.0,0.477,881.0,198.0,92.0,14.2
SG,23.0,971.0,224.0,473.0,0.474,554.0,198.0,92.0,14.0
SG,23.0,541.0,126.0,260.0,0.485,327.0,198.0,92.0,14.8
PG,23.0,577.0,91.0,179.0,0.508,228.0,196.0,90.0,14.3
C,24.0,2349.0,296.0,566.0,0.523,731.0,206.0,106.0,14.0
PG,29.0,1494.0,201.0,438.0,0.459,512.0,183.0,77.0,13.1
C,31.0,1683.0,203.0,383.0,0.53,490.0,206.0,104.0,11.3
SG,24.0,298.0,59.0,138.0,0.428,142.0,198.0,85.0,12.0
SF,24.0,2304.0,419.0,861.0,0.487,991.0,203.0,92.0,15.3
SF,28.0,1966.0,369.0,727.0,0.508,874.0,206.0,102.0,13.9
SG,23.0,988.0,159.0,348.0,0.457,347.0,190.0,88.0,9.9
SG,24.0,3060.0,502.0,1063.0,0.472,1254.0,198.0,85.0,17.8
SF,24.0,486.0,69.0,181.0,0.381,177.0,196.0,83.0,9.3
C,24.0,1918.0,379.0,727.0,0.521,942.0,211.0,104.0,15.4
PF,19.0,1661.0,391.0,833.0,0.469,951.0,206.0,99.0,17.0
SF,24.0,51.0,9.0,17.0,0.529,27.0,198.0,95.0,17.1
PF,28.0,2710.0,545.0,1064.0,0.512,1415.0,201.0,102.0,15.3
PF,27.0,1917.0,362.0,723.0,0.501,925.0,201.0,104.0,15.3
C,30.0,2670.0,489.0,940.0,0.52,1255.0,208.0,106.0,17.2
PG,30.0,2286.0,354.0,741.0,0.478,932.0,190.0,77.0,13.9
C,24.0,2123.0,287.0,514.0,0.558,731.0,216.0,106.0,18.9
PF,26.0,2588.0,502.0,1007.0,0.499,1334.0,203.0,92.0,19.7
SF,28.0,1331.0,284.0,630.0,0.451,747.0,196.0,98.0,16.2
SF,24.0,1303.0,127.0,301.0,0.422,350.0,201.0,83.0,9.9
SG,31.0,1860.0,276.0,688.0,0.401,639.0,196.0,79.0,7.4
PF,24.0,2243.0,425.0,802.0,0.53,1035.0,203.0,108.0,16.8
SF,22.0,1636.0,461.0,916.0,0.503,1056.0,201.0,95.0,19.1
PF,27.0,1337.0,207.0,392.0,0.528,579.0,206.0,106.0,16.0
PF,27.0,228.0,35.0,65.0,0.538,87.0,206.0,106.0,15.1
PF,27.0,332.0,34.0,64.0,0.531,101.0,206.0,106.0,11.7
PF,27.0,777.0,138.0,263.0,0.525,391.0,206.0,106.0,18.0
C,24.0,2793.0,470.0,989.0,0.475,1175.0,211.0,104.0,16.5
PG,30.0,2293.0,513.0,999.0,0.514,1365.0,185.0,81.0,16.7
PF,36.0,1595.0,113.0,299.0,0.378,315.0,201.0,99.0,8.2
SG,30.0,81.0,18.0,47.0,0.383,41.0,196.0,90.0,12.6
SG,27.0,10.0,1.0,2.0,0.5,2.0,190.0,86.0,-0.6
SF-SG,33.0,2123.0,385.0,891.0,0.432,893.0,196.0,86.0,11.3
SG,33.0,135.0,33.0,72.0,0.458,74.0,196.0,86.0,10.8
SF,33.0,1988.0,352.0,819.0,0.43,819.0,196.0,86.0,11.4
SG,27.0,1552.0,325.0,685.0,0.474,792.0,193.0,83.0,14.6
SG,31.0,2677.0,599.0,1326.0,0.452,1441.0,190.0,81.0,15.2
PG,24.0,809.0,118.0,269.0,0.439,324.0,180.0,74.0,10.8
PG,24.0,73.0,5.0,15.0,0.333,15.0,180.0,74.0,9.6
PG,24.0,736.0,113.0,254.0,0.445,309.0,180.0,74.0,10.9
SF,25.0,496.0,97.0,230.0,0.422,259.0,201.0,104.0,14.2
PG,26.0,1051.0,121.0,315.0,0.384,299.0,213.0,99.0,12.2
PG,27.0,2673.0,470.0,1002.0,0.469,1161.0,190.0,89.0,12.5
SG,22.0,442.0,72.0,153.0,0.471,198.0,196.0,86.0,10.7
SF,30.0,446.0,62.0,146.0,0.425,146.0,196.0,81.0,10.8
SG,26.0,225.0,36.0,94.0,0.383,85.0,196.0,83.0,9.3
PG,28.0,2754.0,418.0,895.0,0.467,1056.0,188.0,83.0,13.9
SG,22.0,3029.0,566.0,1172.0,0.483,1660.0,201.0,86.0,17.0
SG,25.0,1239.0,289.0,617.0,0.468,839.0,193.0,88.0,19.0
PF,31.0,1834.0,370.0,778.0,0.476,880.0,203.0,98.0,14.2
PF,23.0,124.0,23.0,64.0,0.359,55.0,206.0,95.0,8.9
SG,24.0,1159.0,171.0,421.0,0.406,406.0,190.0,79.0,9.6
PG,29.0,1594.0,183.0,394.0,0.464,567.0,185.0,79.0,13.9
SF,23.0,2670.0,430.0,925.0,0.465,1005.0,201.0,97.0,14.2
C,33.0,2973.0,327.0,637.0,0.513,794.0,201.0,111.0,15.4
SF,28.0,2399.0,212.0,458.0,0.463,561.0,185.0,79.0,9.5
SG,25.0,47.0,6.0,15.0,0.4,15.0,190.0,79.0,-2.0
PG,28.0,2422.0,258.0,568.0,0.454,712.0,183.0,83.0,15.3
SF,25.0,844.0,139.0,274.0,0.507,326.0,201.0,86.0,12.3
C,27.0,337.0,81.0,161.0,0.503,194.0,211.0,95.0,22.2
PG,26.0,1243.0,110.0,242.0,0.455,270.0,183.0,72.0,9.6
PF,28.0,2657.0,421.0,761.0,0.553,1073.0,203.0,104.0,18.2
PF,24.0,1092.0,197.0,421.0,0.468,440.0,211.0,99.0,12.3
SF,29.0,1124.0,164.0,378.0,0.434,391.0,201.0,88.0,9.3
C,27.0,298.0,38.0,79.0,0.481,88.0,216.0,102.0,9.2
SF,27.0,2347.0,569.0,1112.0,0.512,1290.0,201.0,97.0,16.9
SG,29.0,2665.0,692.0,1317.0,0.525,1792.0,193.0,88.0,21.1
PG,33.0,2052.0,336.0,706.0,0.476,770.0,190.0,81.0,11.2
SG,26.0,106.0,13.0,24.0,0.542,36.0,188.0,88.0,9.6
C,23.0,553.0,58.0,114.0,0.509,126.0,208.0,99.0,8.4
C,23.0,225.0,27.0,45.0,0.6,59.0,208.0,99.0,11.6
C,23.0,328.0,31.0,69.0,0.449,67.0,208.0,99.0,6.2
PF,30.0,2146.0,210.0,496.0,0.423,503.0,203.0,102.0,8.5
SF,25.0,2381.0,430.0,1030.0,0.417,1033.0,198.0,88.0,10.9
SF,26.0,3111.0,726.0,1358.0,0.535,1644.0,198.0,86.0,17.6
PG,23.0,1794.0,232.0,519.0,0.447,506.0,188.0,81.0,8.6
SG,23.0,2118.0,645.0,1343.0,0.48,1526.0,193.0,86.0,19.4
PG,26.0,2969.0,739.0,1533.0,0.482,1816.0,188.0,79.0,20.6
PG,25.0,2582.0,687.0,1384.0,0.496,1714.0,190.0,85.0,21.6
SF,22.0,556.0,104.0,267.0,0.39,266.0,201.0,95.0,10.7
SG,28.0,1374.0,359.0,817.0,0.439,845.0,188.0,83.0,13.5
SG,28.0,771.0,206.0,461.0,0.447,496.0,188.0,83.0,16.1
SG,28.0,603.0,153.0,356.0,0.43,349.0,188.0,83.0,10.2
SF,22.0,1447.0,219.0,457.0,0.479,535.0,203.0,92.0,12.7
SG,24.0,143.0,7.0,25.0,0.28,17.0,190.0,79.0,2.1
SG,23.0,59.0,2.0,14.0,0.143,8.0,196.0,90.0,2.0
SG,27.0,2623.0,535.0,1116.0,0.479,1292.0,193.0,83.0,14.8
PG,25.0,1286.0,229.0,500.0,0.458,558.0,185.0,72.0,13.3
SF,22.0,59.0,6.0,21.0,0.286,14.0,203.0,95.0,0.2
,,,,,,,,,
C,33.0,2976.0,836.0,1457.0,0.574,2095.0,218.0,102.0,25.5
SF,26.0,298.0,25.0,59.0,0.424,63.0,201.0,99.0,8.0
SF,26.0,39.0,1.0,3.0,0.333,4.0,201.0,99.0,3.2
SF,26.0,259.0,24.0,56.0,0.429,59.0,201.0,99.0,8.7
C,26.0,2054.0,458.0,870.0,0.526,1115.0,206.0,95.0,20.3
PF,22.0,276.0,23.0,67.0,0.343,59.0,206.0,99.0,5.3
PG,32.0,2820.0,382.0,766.0,0.499,1106.0,185.0,68.0,14.3
C,32.0,607.0,44.0,93.0,0.473,102.0,208.0,106.0,6.7
PF,23.0,2539.0,444.0,889.0,0.499,1145.0,206.0,99.0,14.5
SF,26.0,2610.0,549.0,1186.0,0.463,1271.0,201.0,97.0,16.7
SF,29.0,2375.0,431.0,882.0,0.489,1061.0,206.0,90.0,14.5
SG,24.0,1560.0,439.0,902.0,0.487,1062.0,206.0,99.0,19.3
PF,26.0,313.0,26.0,60.0,0.433,105.0,201.0,90.0,10.7
C,26.0,1956.0,364.0,770.0,0.473,924.0,208.0,106.0,15.1
PG,31.0,1112.0,118.0,306.0,0.386,335.0,185.0,83.0,10.6
PF,24.0,3239.0,719.0,1503.0,0.478,1741.0,206.0,99.0,19.9
SG,25.0,2593.0,710.0,1306.0,0.544,1747.0,190.0,86.0,20.3
SG,23.0,28.0,3.0,10.0,0.3,8.0,196.0,83.0,1.9
SG,34.0,1146.0,160.0,371.0,0.431,406.0,188.0,90.0,9.0
SG,23.0,757.0,121.0,313.0,0.387,287.0,198.0,83.0,6.1
SG,23.0,1867.0,265.0,559.0,0.474,657.0,198.0,88.0,13.7
PG,25.0,2595.0,319.0,817.0,0.39,802.0,188.0,83.0,11.5
PF,29.0,1107.0,101.0,197.0,0.513,217.0,206.0,95.0,10.6
SG,25.0,1452.0,275.0,631.0,0.436,642.0,193.0,81.0,12.0
SG,25.0,548.0,95.0,246.0,0.386,217.0,193.0,81.0,9.5
SG,25.0,904.0,180.0,385.0,0.468,425.0,193.0,81.0,13.5
SF,27.0,2215.0,537.0,1102.0,0.487,1290.0,196.0,95.0,17.1
SF,29.0,2001.0,271.0,611.0,0.444,713.0,201.0,95.0,14.9
PG,22.0,9.0,2.0,3.0,0.667,4.0,193.0,81.0,18.0
SF,22.0,2479.0,488.0,1018.0,0.479,1202.0,201.0,99.0,15.8
SG,32.0,1986.0,505.0,1035.0,0.488,1206.0,190.0,82.0,18.3
C,25.0,5.0,0.0,3.0,0.0,2.0,190.0,86.0,-18.6
C,22.0,580.0,83.0,162.0,0.512,182.0,208.0,97.0,10.9
PF,26.0,2359.0,379.0,791.0,0.479,953.0,206.0,83.0,12.8
PG,26.0,2384.0,471.0,956.0,0.493,1092.0,190.0,86.0,15.1
C,28.0,363.0,41.0,99.0,0.414,102.0,218.0,102.0,8.5
SG,30.0,1095.0,114.0,287.0,0.397,297.0,193.0,86.0,11.7
SF,24.0,1360.0,216.0,451.0,0.479,561.0,201.0,97.0,13.6
PG,33.0,128.0,13.0,39.0,0.333,52.0,183.0,74.0,11.0
SG,32.0,657.0,87.0,234.0,0.372,208.0,193.0,90.0,6.2
SG,32.0,77.0,7.0,28.0,0.25,16.0,193.0,90.0,-1.9
SG,32.0,580.0,80.0,206.0,0.388,192.0,193.0,90.0,7.2
PF,25.0,2615.0,469.0,918.0,0.511,1230.0,201.0,99.0,17.0
SF,30.0,655.0,97.0,216.0,0.449,248.0,183.0,74.0,11.6
C,22.0,2919.0,616.0,1254.0,0.491,1547.0,193.0,88.0,16.4
SF,22.0,672.0,114.0,247.0,0.462,301.0,196.0,81.0,10.7
SG,23.0,536.0,59.0,179.0,0.33,169.0,190.0,79.0,8.8
C,23.0,2925.0,619.0,1118.0,0.554,1646.0,216.0,111.0,18.4
PF,29.0,1635.0,134.0,300.0,0.447,327.0,206.0,98.0,10.4
PG,24.0,2415.0,310.0,581.0,0.534,763.0,185.0,81.0,16.4
SG,30.0,82.0,11.0,33.0,0.333,29.0,190.0,81.0,5.6
PF,31.0,2562.0,378.0,751.0,0.503,882.0,211.0,99.0,11.8
SG,26.0,395.0,35.0,99.0,0.354,94.0,193.0,83.0,4.3
SF,22.0,1845.0,360.0,811.0,0.444,931.0,198.0,81.0,14.5
SF,22.0,1184.0,230.0,530.0,0.434,597.0,198.0,81.0,15.0
SF,22.0,661.0,130.0,281.0,0.463,334.0,198.0,81.0,13.6
SG,29.0,329.0,62.0,126.0,0.492,148.0,198.0,81.0,13.1
SG,22.0,1980.0,383.0,819.0,0.468,904.0,190.0,83.0,15.0
SF,24.0,2192.0,286.0,616.0,0.464,672.0,208.0,97.0,11.2
SG,24.0,2625.0,321.0,654.0,0.491,763.0,196.0,77.0,12.2
C,24.0,1420.0,213.0,471.0,0.452,489.0,208.0,99.0,12.2
C,24.0,1960.0,366.0,747.0,0.49,857.0,211.0,113.0,16.5
PG,32.0,1708.0,220.0,485.0,0.454,626.0,173.0,74.0,13.0
C,25.0,33.0,4.0,8.0,0.5,9.0,211.0,127.0,11.0
C,24.0,1084.0,248.0,460.0,0.539,595.0,206.0,104.0,15.2
C,23.0,528.0,93.0,205.0,0.454,219.0,206.0,95.0,13.8
SF,33.0,545.0,101.0,237.0,0.426,230.0,198.0,88.0,11.6
SF,24.0,3417.0,909.0,1627.0,0.559,2452.0,196.0,94.0,24.3
PG,25.0,1686.0,230.0,410.0,0.561,626.0,190.0,81.0,16.4
PG,25.0,2536.0,426.0,917.0,0.465,1094.0,188.0,77.0,15.2
PF,22.0,10.0,1.0,5.0,0.2,3.0,201.0,92.0,4.5
PF,22.0,2.0,1.0,1.0,1.0,2.0,201.0,92.0,44.2
PF,22.0,8.0,0.0,4.0,0.0,1.0,201.0,92.0,-5.4
SF,26.0,817.0,139.0,314.0,0.443,374.0,198.0,89.0,11.8
SG,26.0,2182.0,593.0,1101.0,0.539,1402.0,203.0,92.0,18.4
C,24.0,2088.0,423.0,697.0,0.607,1065.0,211.0,113.0,15.9
PF,23.0,964.0,128.0,254.0,0.504,314.0,206.0,102.0,10.4
C,32.0,1243.0,146.0,320.0,0.456,371.0,208.0,99.0,11.8
C,23.0,980.0,129.0,238.0,0.542,359.0,218.0,124.0,15.9
SF,26.0,253.0,20.0,70.0,0.286,53.0,201.0,104.0,5.4
C,26.0,1356.0,185.0,323.0,0.573,472.0,208.0,104.0,12.5
SF,26.0,2075.0,500.0,1096.0,0.456,1454.0,198.0,92.0,19.2
PG,22.0,1581.0,197.0,484.0,0.407,504.0,185.0,77.0,9.3
C,26.0,67.0,7.0,14.0,0.5,15.0,218.0,113.0,5.3
SG-SF,24.0,451.0,104.0,234.0,0.444,247.0,188.0,81.0,13.8
SF,24.0,337.0,74.0,161.0,0.46,168.0,188.0,81.0,13.7
SG,24.0,114.0,30.0,73.0,0.411,79.0,188.0,81.0,14.3
SG,26.0,1609.0,310.0,632.0,0.491,777.0,190.0,81.0,15.0
SG,25.0,1427.0,146.0,354.0,0.412,371.0,201.0,104.0,10.2
PG,22.0,458.0,33.0,101.0,0.327,71.0,190.0,88.0,2.6
C,25.0,2375.0,511.0,1004.0,0.509,1266.0,213.0,102.0,18.2
C,25.0,1320.0,214.0,419.0,0.511,550.0,206.0,102.0,12.3
C,28.0,925.0,76.0,212.0,0.358,206.0,206.0,99.0,8.6
SF,27.0,3093.0,768.0,1555.0,0.494,1929.0,201.0,86.0,19.7
SF,30.0,2874.0,794.0,1524.0,0.521,2014.0,201.0,95.0,25.1
PG,25.0,911.0,134.0,291.0,0.46,320.0,185.0,77.0,11.1
C,27.0,279.0,38.0,79.0,0.481,96.0,208.0,92.0,11.0
SG,32.0,2723.0,314.0,707.0,0.444,728.0,196.0,86.0,8.8
SF,28.0,996.0,100.0,224.0,0.446,222.0,206.0,97.0,8.2
PG,24.0,2287.0,424.0,887.0,0.478,1153.0,188.0,79.0,17.3
SG,27.0,2370.0,516.0,1157.0,0.446,1565.0,206.0,97.0,19.5
SG,22.0,248.0,24.0,66.0,0.364,60.0,193.0,81.0,6.9
PG,30.0,1112.0,157.0,309.0,0.508,371.0,193.0,83.0,13.7
PG,30.0,636.0,86.0,164.0,0.524,192.0,193.0,83.0,13.4
PG,30.0,476.0,71.0,145.0,0.49,179.0,193.0,83.0,13.9
SF,24.0,1638.0,188.0,415.0,0.453,427.0,201.0,86.0,8.8
SF,27.0,252.0,41.0,111.0,0.369,109.0,203.0,90.0,12.5
SF,27.0,123.0,19.0,51.0,0.373,57.0,203.0,90.0,12.2
SF,27.0,129.0,22.0,60.0,0.367,52.0,203.0,90.0,12.8
SG,28.0,2765.0,850.0,1729.0,0.492,2221.0,201.0,81.0,22.9
C,31.0,2832.0,547.0,816.0,0.67,1469.0,218.0,108.0,21.7
PG,25.0,1506.0,285.0,511.0,0.558,672.0,188.0,79.0,15.0
C,21.0,1579.0,291.0,688.0,0.423,737.0,211.0,113.0,14.5
PF,25.0,1077.0,155.0,329.0,0.471,422.0,198.0,98.0,16.3
PG,26.0,1307.0,176.0,366.0,0.481,422.0,183.0,77.0,13.6
PF,23.0,2710.0,481.0,989.0,0.486,1179.0,206.0,100.0,16.6
SG,27.0,2616.0,500.0,1103.0,0.453,1289.0,196.0,95.0,14.5
PF,27.0,1930.0,166.0,325.0,0.511,502.0,206.0,92.0,13.8
SG,22.0,2867.0,716.0,1544.0,0.464,1671.0,193.0,86.0,14.7
SF,27.0,1934.0,253.0,479.0,0.528,641.0,198.0,90.0,14.0
SF,25.0,1584.0,260.0,486.0,0.535,595.0,198.0,95.0,13.7
PG,23.0,5.0,1.0,3.0,0.333,3.0,188.0,81.0,10.4
SF,23.0,1259.0,138.0,289.0,0.478,396.0,201.0,83.0,11.0
SG,23.0,111.0,22.0,59.0,0.373,51.0,201.0,88.0,7.5
PF,24.0,509.0,52.0,111.0,0.468,115.0,203.0,99.0,11.9
PF,23.0,461.0,56.0,136.0,0.412,149.0,208.0,88.0,8.4
SG,25.0,714.0,143.0,340.0,0.421,356.0,196.0,81.0,14.2
SG,25.0,280.0,59.0,142.0,0.415,138.0,196.0,81.0,11.6
SG,25.0,434.0,84.0,198.0,0.424,218.0,196.0,81.0,16.0
C,30.0,2309.0,333.0,637.0,0.523,889.0,206.0,99.0,14.7
PF,35.0,2931.0,584.0,1296.0,0.451,1439.0,206.0,106.0,14.9
PF,32.0,1631.0,149.0,396.0,0.376,377.0,198.0,99.0,10.9
PG,25.0,1608.0,261.0,579.0,0.451,636.0,188.0,79.0,10.4
SG,29.0,1411.0,137.0,332.0,0.413,352.0,190.0,86.0,10.9
SG,24.0,2270.0,432.0,954.0,0.453,1094.0,198.0,88.0,13.4
PG,26.0,1689.0,209.0,474.0,0.441,562.0,183.0,81.0,11.9
PG,23.0,1750.0,246.0,576.0,0.427,677.0,190.0,83.0,10.8
PG,27.0,1738.0,117.0,335.0,0.349,375.0,193.0,86.0,8.0
PG,27.0,624.0,39.0,116.0,0.336,120.0,193.0,86.0,7.2
PG,27.0,1114.0,78.0,219.0,0.356,255.0,193.0,86.0,8.4
SG,24.0,295.0,47.0,111.0,0.423,130.0,190.0,81.0,9.8
PG,27.0,2154.0,327.0,696.0,0.47,781.0,190.0,83.0,11.0
PF,24.0,1599.0,221.0,480.0,0.46,572.0,203.0,99.0,10.7
PF,24.0,2289.0,433.0,880.0,0.492,1161.0,203.0,97.0,15.4
C,28.0,490.0,27.0,70.0,0.386,55.0,211.0,99.0,6.3
C,28.0,159.0,11.0,25.0,0.44,23.0,211.0,99.0,10.3
C,28.0,331.0,16.0,45.0,0.356,32.0,211.0,99.0,4.4
PG,23.0,2434.0,461.0,942.0,0.489,1073.0,188.0,79.0,13.4
PG,23.0,1892.0,385.0,789.0,0.488,899.0,188.0,79.0,13.4
PG,23.0,542.0,76.0,153.0,0.497,174.0,188.0,79.0,13.4
C,32.0,2641.0,614.0,1220.0,0.503,1749.0,206.0,106.0,21.7
PG,23.0,14.0,1.0,3.0,0.333,2.0,193.0,90.0,12.9
SF,26.0,1108.0,187.0,440.0,0.425,553.0,203.0,95.0,15.5
C,24.0,1643.0,235.0,466.0,0.504,582.0,208.0,108.0,15.6
PG,26.0,2615.0,532.0,1220.0,0.436,1486.0,193.0,83.0,17.0
SG,25.0,2693.0,573.0,1136.0,0.504,1431.0,203.0,92.0,17.9
C,32.0,1935.0,164.0,347.0,0.473,408.0,211.0,111.0,13.5
PF,24.0,930.0,182.0,394.0,0.462,457.0,211.0,111.0,17.4
SF,33.0,2324.0,373.0,866.0,0.431,919.0,201.0,90.0,11.3
PF,23.0,90.0,7.0,25.0,0.28,17.0,211.0,92.0,0.8
PF,23.0,80.0,7.0,23.0,0.304,17.0,211.0,92.0,1.5
PF,23.0,10.0,0.0,2.0,0.0,0.0,211.0,92.0,-4.7
SG,21.0,1371.0,312.0,587.0,0.532,798.0,201.0,98.0,25.7
SF,24.0,2542.0,636.0,1153.0,0.552,1541.0,201.0,98.0,22.0
PF,28.0,2118.0,379.0,846.0,0.448,1023.0,208.0,86.0,16.3
SF,31.0,372.0,87.0,158.0,0.551,202.0,198.0,90.0,16.7
PF,23.0,1716.0,340.0,682.0,0.499,808.0,206.0,92.0,12.9
PG,24.0,2311.0,419.0,785.0,0.534,1053.0,188.0,90.0,16.8
PF,29.0,2046.0,407.0,755.0,0.539,1096.0,206.0,95.0,20.1
C,30.0,2639.0,218.0,485.0,0.449,584.0,211.0,98.0,10.1
PF,28.0,1574.0,245.0,507.0,0.483,615.0,208.0,95.0,13.1
PF,24.0,950.0,189.0,357.0,0.529,524.0,208.0,102.0,17.6
PF,27.0,1003.0,117.0,252.0,0.464,298.0,206.0,102.0,10.3
PG,26.0,1226.0,150.0,352.0,0.426,393.0,185.0,77.0,10.4
PG,26.0,239.0,30.0,73.0,0.411,87.0,185.0,77.0,13.3
PG,26.0,987.0,120.0,279.0,0.43,306.0,185.0,77.0,9.7
SF,24.0,207.0,29.0,75.0,0.387,68.0,201.0,89.0,8.5
SF,24.0,666.0,92.0,216.0,0.426,238.0,198.0,83.0,11.1
PF,21.0,199.0,37.0,81.0,0.457,117.0,198.0,98.0,17.3
C,27.0,1686.0,196.0,387.0,0.506,567.0,213.0,106.0,14.4
SF,23.0,654.0,120.0,285.0,0.421,308.0,201.0,86.0,11.8
SF,28.0,2161.0,454.0,946.0,0.48,1088.0,206.0,92.0,15.2
SG,22.0,353.0,52.0,141.0,0.369,118.0,193.0,86.0,7.0
SG,22.0,247.0,38.0,96.0,0.396,80.0,193.0,86.0,8.0
SG,22.0,106.0,14.0,45.0,0.311,38.0,193.0,86.0,4.8
SF,24.0,2914.0,731.0,1244.0,0.588,1771.0,201.0,92.0,19.9
PF,23.0,2743.0,472.0,867.0,0.544,1208.0,198.0,102.0,16.9
SG,28.0,2385.0,546.0,1025.0,0.533,1436.0,198.0,88.0,19.9
PF,25.0,1065.0,136.0,258.0,0.527,335.0,201.0,92.0,11.8
SG,24.0,100.0,11.0,47.0,0.234,30.0,193.0,79.0,-1.9
C,29.0,842.0,101.0,216.0,0.468,244.0,213.0,104.0,12.7
PF,26.0,1934.0,392.0,747.0,0.525,1024.0,206.0,104.0,16.6
C,32.0,2228.0,237.0,536.0,0.442,567.0,208.0,106.0,13.5
C,25.0,2670.0,417.0,888.0,0.47,1122.0,208.0,99.0,13.5
C,23.0,2460.0,337.0,670.0,0.503,791.0,211.0,111.0,14.2
PF,28.0,483.0,68.0,165.0,0.412,154.0,208.0,102.0,8.4
PF,28.0,8.0,3.0,5.0,0.6,6.0,208.0,102.0,24.5
PF,28.0,475.0,65.0,160.0,0.406,148.0,208.0,102.0,8.1
PF,25.0,1086.0,164.0,327.0,0.502,390.0,203.0,97.0,12.5
C,32.0,1753.0,376.0,716.0,0.525,961.0,211.0,113.0,19.7
C,28.0,19.0,5.0,8.0,0.625,12.0,213.0,103.0,19.4
PG,23.0,1686.0,258.0,548.0,0.471,642.0,185.0,77.0,13.9
PG,28.0,1829.0,113.0,323.0,0.35,341.0,193.0,87.0,9.9
